Name,accession,length,description,db_letters,db_entries,num_hits,hit1_name,hit1_length,hit1_accession,hit1_description,hit1_algorithm,hit1_raw_score,hit1_significance,hit1_bits,hit1_num_hsps,hit1_locus,hit2_name,hit2_length,hit2_accession,hit2_description,hit2_algorithm,hit2_raw_score,hit2_significance,hit2_bits,hit2_num_hsps,hit2_locus,hit3_name,hit3_length,hit3_accession,hit3_description,hit3_algorithm,hit3_raw_score,hit3_significance,hit3_bits,hit3_num_hsps,hit3_locus,hit4_name,hit4_length,hit4_accession,hit4_description,hit4_algorithm,hit4_raw_score,hit4_significance,hit4_bits,hit4_num_hsps,hit4_locus,hit5_name,hit5_length,hit5_accession,hit5_description,hit5_algorithm,hit5_raw_score,hit5_significance,hit5_bits,hit5_num_hsps,hit5_locus,hit6_name,hit6_length,hit6_accession,hit6_description,hit6_algorithm,hit6_raw_score,hit6_significance,hit6_bits,hit6_num_hsps,hit6_locus,hit7_name,hit7_length,hit7_accession,hit7_description,hit7_algorithm,hit7_raw_score,hit7_significance,hit7_bits,hit7_num_hsps,hit7_locus,hit8_name,hit8_length,hit8_accession,hit8_description,hit8_algorithm,hit8_raw_score,hit8_significance,hit8_bits,hit8_num_hsps,hit8_locus,hit9_name,hit9_length,hit9_accession,hit9_description,hit9_algorithm,hit9_raw_score,hit9_significance,hit9_bits,hit9_num_hsps,hit9_locus,hit10_name,hit10_length,hit10_accession,hit10_description,hit10_algorithm,hit10_raw_score,hit10_significance,hit10_bits,hit10_num_hsps,hit10_locus,hit11_name,hit11_length,hit11_accession,hit11_description,hit11_algorithm,hit11_raw_score,hit11_significance,hit11_bits,hit11_num_hsps,hit11_locus,hit12_name,hit12_length,hit12_accession,hit12_description,hit12_algorithm,hit12_raw_score,hit12_significance,hit12_bits,hit12_num_hsps,hit12_locus,hit13_name,hit13_length,hit13_accession,hit13_description,hit13_algorithm,hit13_raw_score,hit13_significance,hit13_bits,hit13_num_hsps,hit13_locus,hit14_name,hit14_length,hit14_accession,hit14_description,hit14_algorithm,hit14_raw_score,hit14_significance,hit14_bits,hit14_num_hsps,hit14_locus,hit15_name,hit15_length,hit15_accession,hit15_description,hit15_algorithm,hit15_raw_score,hit15_significance,hit15_bits,hit15_num_hsps,hit15_locus,hit16_name,hit16_length,hit16_accession,hit16_description,hit16_algorithm,hit16_raw_score,hit16_significance,hit16_bits,hit16_num_hsps,hit16_locus
040623_220,040623_220,135,,2147483647,10243453,20,gb|DQ455846.1|,1446,DQ455846,"Uncultured bacterium clone CFT19C4 16S riboso",BLASTN,268,7e-69,268,1,,gb|DQ057395.1|,1386,DQ057395,"uncultured bacterium clone cc351 16S ribosoma",BLASTN,268,7e-69,268,1,,gb|AF376223.1|,1300,AF376223,"Uncultured bacterium ckncm319-B7-19 16S ribos",BLASTN,262,4e-67,262,1,,gb|FJ848428.1|,1504,FJ848428,"Uncultured bacterium clone DLN-130 small subu",BLASTN,222,3e-55,222,1,,gb|EU456913.1|,811,EU456913,"Uncultured bacterium clone K80N3_95a12 16S ri",BLASTN,222,3e-55,222,1,,gb|EU465602.1|,1406,EU465602,"Uncultured bacterium clone AS1_aao39b11.Conti",BLASTN,222,3e-55,222,1,,gb|EU464136.1|,868,EU464136,"Uncultured bacterium clone gir_aah94f06 16S r",BLASTN,222,3e-55,222,1,,gb|EF604546.1|,1463,EF604546,"Uncultured bacterium clone 16saw38-2g02.p1k 1",BLASTN,222,3e-55,222,1,,gb|EF603422.1|,1462,EF603422,"Uncultured bacterium clone 16saw29-1b01.p1k 1",BLASTN,222,3e-55,222,1,,gb|EF603421.1|,1463,EF603421,"Uncultured bacterium clone 16saw29-1a11.w2k 1",BLASTN,222,3e-55,222,1,,gb|EF603366.1|,0,EF603366,"Uncultured bacterium clone 16saw28-1d01.p1k 1",BLASTN,222,3e-55,,0,,gb|EF603365.1|,0,EF603365,"Uncultured bacterium clone 16saw28-1c09.p1k 1",BLASTN,222,3e-55,,0,,gb|EF603286.1|,0,EF603286,"Uncultured bacterium clone 16saw27-1c04.p1k 1",BLASTN,222,3e-55,,0,,gb|EF603285.1|,0,EF603285,"Uncultured bacterium clone 16saw27-2f11.p1k 1",BLASTN,222,3e-55,,0,,gb|EF603284.1|,0,EF603284,"Uncultured bacterium clone 16saw27-1b05.p1k 1",BLASTN,222,3e-55,,0,,gb|EF603283.1|,0,EF603283,"Uncultured bacterium clone 16saw27-2a01.w2k 1",BLASTN,222,3e-55,,0,
029795_180,029795_180,135,,2147483647,10243453,20,emb|FP084982.1|,1005,FP084982,"16S rDNA sequence amplified from human fecal ",BLASTN,268,7e-69,268,1,,dbj|AB491207.1|,1467,AB491207,"Clostridium sp. YIT 12069 gene for 16S rRNA, ",BLASTN,268,7e-69,268,1,,gb|EU877867.1|,403,EU877867,"Uncultured bacterium clone feline colon FC-16",BLASTN,268,7e-69,268,1,,emb|AJ608230.1|,1225,AJ608230,"Uncultured bacterium partial 16S rRNA gene, c",BLASTN,268,7e-69,268,1,,emb|FP081972.1|,1002,FP081972,"16S rDNA sequence amplified from human fecal ",BLASTN,266,3e-68,266,1,,emb|FP084978.1|,1005,FP084978,"16S rDNA sequence amplified from human fecal ",BLASTN,260,2e-66,260,1,,emb|FP083158.1|,999,FP083158,"16S rDNA sequence amplified from human fecal ",BLASTN,244,9e-62,244,1,,emb|FP085349.1|,999,FP085349,"16S rDNA sequence amplified from human fecal ",BLASTN,244,9e-62,244,1,,emb|FP084242.1|,995,FP084242,"16S rDNA sequence amplified from human fecal ",BLASTN,244,9e-62,244,1,,gb|FJ369720.1|,828,FJ369720,"Uncultured bacterium clone TS51_a04a03 16S ri",BLASTN,244,9e-62,244,1,,gb|FJ367950.1|,0,FJ367950,"Uncultured bacterium clone TS30_a01f04 16S ri",BLASTN,244,9e-62,,0,,gb|FJ367429.1|,0,FJ367429,"Uncultured bacterium clone TS29_a03d09 16S ri",BLASTN,244,9e-62,,0,,gb|FJ367311.1|,0,FJ367311,"Uncultured bacterium clone TS29_a02a06 16S ri",BLASTN,244,9e-62,,0,,gb|FJ367210.1|,0,FJ367210,"Uncultured bacterium clone TS28_a04g10 16S ri",BLASTN,244,9e-62,,0,,gb|FJ367169.1|,0,FJ367169,"Uncultured bacterium clone TS28_a04c11 16S ri",BLASTN,244,9e-62,,0,,gb|FJ367147.1|,0,FJ367147,"Uncultured bacterium clone TS28_a04a09 16S ri",BLASTN,244,9e-62,,0,
010205_206,010205_206,137,,2147483647,10243453,20,gb|FJ365146.1|,786,FJ365146,"Uncultured bacterium clone TS1_a03d09 16S rib",BLASTN,256,3e-65,256,1,,gb|FJ365083.1|,800,FJ365083,"Uncultured bacterium clone TS1_a02f05 16S rib",BLASTN,256,3e-65,256,1,,gb|FJ365017.1|,1376,FJ365017,"Uncultured bacterium clone TS1_a01h04 16S rib",BLASTN,256,3e-65,256,1,,gb|EU774327.1|,1263,EU774327,"Uncultured bacterium clone CHIMP12_e03 16S ri",BLASTN,256,3e-65,256,1,,gb|EU774253.1|,1258,EU774253,"Uncultured bacterium clone CHIMP12_b06_2 16S ",BLASTN,256,3e-65,256,1,,gb|EF434354.1|,1367,EF434354,"Uncultured Clostridiales bacterium clone C054",BLASTN,256,3e-65,256,1,,dbj|AB270018.1|,1383,AB270018,"Uncultured rumen bacterium gene for 16S rRNA,",BLASTN,256,3e-65,256,1,,gb|DQ456232.1|,1456,DQ456232,"Uncultured bacterium clone CFT29H9 16S riboso",BLASTN,256,3e-65,256,1,,gb|DQ456230.1|,1471,DQ456230,"Uncultured bacterium clone CFT29H7 16S riboso",BLASTN,256,3e-65,256,1,,gb|DQ238617.1|,1532,DQ238617,"Uncultured bacterium clone 11 16S ribosomal R",BLASTN,256,3e-65,256,1,,gb|AY854305.1|,0,AY854305,"Uncultured bacterium clone Thompsons109 16S r",BLASTN,256,3e-65,,0,,gb|GQ898077.1|,0,GQ898077,"Uncultured bacterium clone A4-205 16S ribosom",BLASTN,248,6e-63,,0,,gb|GQ897986.1|,0,GQ897986,"Uncultured bacterium clone A4-87 16S ribosoma",BLASTN,248,6e-63,,0,,gb|GQ897852.1|,0,GQ897852,"Uncultured bacterium clone A3-159 16S ribosom",BLASTN,248,6e-63,,0,,gb|GQ897768.1|,0,GQ897768,"Uncultured bacterium clone A3-52 16S ribosoma",BLASTN,248,6e-63,,0,,gb|GQ896678.1|,0,GQ896678,"Uncultured bacterium clone C1-136 16S ribosom",BLASTN,248,6e-63,,0,
028789_244,028789_244,137,,2147483647,10243453,20,gb|DQ456207.1|,1439,DQ456207,"Uncultured bacterium clone CFT29F5 16S riboso",BLASTN,256,3e-65,256,1,,gb|GQ175486.1|,1435,GQ175486,"Uncultured bacterium clone cc_200 16S ribosom",BLASTN,240,1e-60,240,1,,gb|GQ175469.1|,1435,GQ175469,"Uncultured bacterium clone cc_167 16S ribosom",BLASTN,240,1e-60,240,1,,gb|GQ175454.1|,1435,GQ175454,"Uncultured bacterium clone cc_136 16S ribosom",BLASTN,240,1e-60,240,1,,gb|GQ175444.1|,1449,GQ175444,"Uncultured bacterium clone cc_117 16S ribosom",BLASTN,240,1e-60,240,1,,gb|GQ175438.1|,1437,GQ175438,"Uncultured bacterium clone cc_108 16S ribosom",BLASTN,240,1e-60,240,1,,gb|GQ175420.1|,1435,GQ175420,"Uncultured bacterium clone cc_83 16S ribosoma",BLASTN,240,1e-60,240,1,,gb|GQ175416.1|,1435,GQ175416,"Uncultured bacterium clone cc_75 16S ribosoma",BLASTN,240,1e-60,240,1,,gb|GQ175399.1|,1431,GQ175399,"Uncultured bacterium clone cc_46 16S ribosoma",BLASTN,240,1e-60,240,1,,gb|GQ175395.1|,1437,GQ175395,"Uncultured bacterium clone cc_41 16S ribosoma",BLASTN,240,1e-60,240,1,,gb|GQ175392.1|,0,GQ175392,"Uncultured bacterium clone cc_38 16S ribosoma",BLASTN,240,1e-60,,0,,gb|GQ175391.1|,0,GQ175391,"Uncultured bacterium clone cc_37 16S ribosoma",BLASTN,240,1e-60,,0,,gb|GQ175383.1|,0,GQ175383,"Uncultured bacterium clone cc_26 16S ribosoma",BLASTN,240,1e-60,,0,,gb|GQ175373.1|,0,GQ175373,"Uncultured bacterium clone cc_12 16S ribosoma",BLASTN,240,1e-60,,0,,gb|GQ175372.1|,0,GQ175372,"Uncultured bacterium clone cc_11 16S ribosoma",BLASTN,240,1e-60,,0,,gb|GQ175367.1|,0,GQ175367,"Uncultured bacterium clone cc_3 16S ribosomal",BLASTN,240,1e-60,,0,
054368_249,054368_249,135,,2147483647,10243453,20,gb|FJ390757.1|,768,FJ390757,"Uncultured bacterium clone Ontario1332 16S ri",BLASTN,252,4e-64,252,1,,gb|FJ390558.1|,781,FJ390558,"Uncultured bacterium clone Ohio12421 16S ribo",BLASTN,252,4e-64,252,1,,gb|EU873599.1|,788,EU873599,"Uncultured bacterium clone 0165 16S ribosomal",BLASTN,252,4e-64,252,1,,gb|DQ455865.1|,1450,DQ455865,"Uncultured bacterium clone CFT19E3 16S riboso",BLASTN,252,4e-64,252,1,,dbj|AB075629.1|,512,AB075629,"Uncultured chicken cecal bacterium gene for 1",BLASTN,252,4e-64,252,1,,dbj|AB075628.1|,513,AB075628,"Uncultured chicken cecal bacterium gene for 1",BLASTN,252,4e-64,252,1,,gb|GQ864252.1|,1491,GQ864252,"Uncultured bacterium clone ML1 16S ribosomal ",BLASTN,250,2e-63,250,1,,gb|GQ871716.1|,1486,GQ871716,"Uncultured bacterium clone ML13 16S ribosomal",BLASTN,250,2e-63,250,1,,gb|EU281977.1|,570,EU281977,"Uncultured Firmicutes bacterium isolate DGGE ",BLASTN,250,2e-63,250,1,,gb|EF025284.1|,1453,EF025284,"Uncultured bacterium clone B5_N15 16S ribosom",BLASTN,250,2e-63,250,1,,gb|EF025268.1|,0,EF025268,"Uncultured bacterium clone B5_F31 16S ribosom",BLASTN,250,2e-63,,0,,gb|DQ456135.1|,0,DQ456135,"Uncultured bacterium clone CFT114G12 16S ribo",BLASTN,250,2e-63,,0,,gb|DQ456082.1|,0,DQ456082,"Uncultured bacterium clone CFT114B12 16S ribo",BLASTN,250,2e-63,,0,,dbj|AB075627.1|,0,AB075627,"Uncultured chicken cecal bacterium gene for 1",BLASTN,250,2e-63,,0,,dbj|AB075626.1|,0,AB075626,"Uncultured chicken cecal bacterium gene for 1",BLASTN,250,2e-63,,0,,gb|FJ372163.1|,0,FJ372163,"Uncultured bacterium clone TS9_a02d11 16S rib",BLASTN,244,9e-62,,0,
036433_218,036433_218,135,,2147483647,10243453,20,gb|FJ390757.1|,768,FJ390757,"Uncultured bacterium clone Ontario1332 16S ri",BLASTN,260,2e-66,260,1,,gb|FJ390558.1|,781,FJ390558,"Uncultured bacterium clone Ohio12421 16S ribo",BLASTN,260,2e-66,260,1,,gb|EU873599.1|,788,EU873599,"Uncultured bacterium clone 0165 16S ribosomal",BLASTN,260,2e-66,260,1,,gb|DQ455865.1|,1450,DQ455865,"Uncultured bacterium clone CFT19E3 16S riboso",BLASTN,260,2e-66,260,1,,dbj|AB075629.1|,512,AB075629,"Uncultured chicken cecal bacterium gene for 1",BLASTN,260,2e-66,260,1,,dbj|AB075628.1|,513,AB075628,"Uncultured chicken cecal bacterium gene for 1",BLASTN,260,2e-66,260,1,,gb|GQ864252.1|,1491,GQ864252,"Uncultured bacterium clone ML1 16S ribosomal ",BLASTN,256,2e-65,256,1,,gb|GQ871716.1|,1486,GQ871716,"Uncultured bacterium clone ML13 16S ribosomal",BLASTN,256,2e-65,256,1,,gb|EU281977.1|,570,EU281977,"Uncultured Firmicutes bacterium isolate DGGE ",BLASTN,256,2e-65,256,1,,gb|EF025284.1|,1453,EF025284,"Uncultured bacterium clone B5_N15 16S ribosom",BLASTN,256,2e-65,256,1,,gb|EF025268.1|,0,EF025268,"Uncultured bacterium clone B5_F31 16S ribosom",BLASTN,256,2e-65,,0,,gb|DQ456135.1|,0,DQ456135,"Uncultured bacterium clone CFT114G12 16S ribo",BLASTN,256,2e-65,,0,,gb|DQ456082.1|,0,DQ456082,"Uncultured bacterium clone CFT114B12 16S ribo",BLASTN,256,2e-65,,0,,dbj|AB075627.1|,0,AB075627,"Uncultured chicken cecal bacterium gene for 1",BLASTN,256,2e-65,,0,,dbj|AB075626.1|,0,AB075626,"Uncultured chicken cecal bacterium gene for 1",BLASTN,256,2e-65,,0,,gb|FJ372163.1|,0,FJ372163,"Uncultured bacterium clone TS9_a02d11 16S rib",BLASTN,252,4e-64,,0,
064811_230,064811_230,140,,2147483647,10243453,20,gb|EF025221.1|,1448,EF025221,"Uncultured bacterium clone B5_B12 16S ribosom",BLASTN,248,6e-63,248,1,,gb|DQ455825.1|,1446,DQ455825,"Uncultured bacterium clone CFT19A4 16S riboso",BLASTN,248,6e-63,248,1,,gb|AY654963.1|,909,AY654963,"Unidentified bacterium clone CCCM64 16S ribos",BLASTN,248,6e-63,248,1,,gb|GQ300475.1|,661,GQ300475,"Uncultured bacterium clone 16saw69-2e08.w2k 1",BLASTN,240,2e-60,240,1,,gb|GQ300474.1|,661,GQ300474,"Uncultured bacterium clone 16saw69-2d09.w2k 1",BLASTN,240,2e-60,240,1,,gb|GQ300473.1|,661,GQ300473,"Uncultured bacterium clone 16saw69-2b10.w2k 1",BLASTN,240,2e-60,240,1,,gb|GQ300472.1|,655,GQ300472,"Uncultured bacterium clone 16saw69-1g02.w2k 1",BLASTN,240,2e-60,240,1,,gb|GQ300223.1|,668,GQ300223,"Uncultured bacterium clone 16saw68-3f07.w2k 1",BLASTN,240,2e-60,240,1,,gb|GQ300222.1|,668,GQ300222,"Uncultured bacterium clone 16saw68-2h07.w2k 1",BLASTN,240,2e-60,240,1,,gb|GQ297883.1|,637,GQ297883,"Uncultured bacterium clone 16saw63-3h02.w2k 1",BLASTN,240,2e-60,240,1,,gb|GQ297882.1|,0,GQ297882,"Uncultured bacterium clone 16saw63-3e02.w2k 1",BLASTN,240,2e-60,,0,,gb|GQ297881.1|,0,GQ297881,"Uncultured bacterium clone 16saw63-1d03.w2k 1",BLASTN,240,2e-60,,0,,gb|GQ297880.1|,0,GQ297880,"Uncultured bacterium clone 16saw63-3f05.w2k 1",BLASTN,240,2e-60,,0,,gb|GQ297879.1|,0,GQ297879,"Uncultured bacterium clone 16saw63-1d08.w2k 1",BLASTN,240,2e-60,,0,,gb|GQ296825.1|,0,GQ296825,"Uncultured bacterium clone 16saw59-2d04.w2k 1",BLASTN,240,2e-60,,0,,gb|FJ881092.1|,0,FJ881092,"Uncultured bacterium clone R-9103 16S ribosom",BLASTN,240,2e-60,,0,
022873_163,022873_163,137,,2147483647,10243453,20,gb|FJ365146.1|,786,FJ365146,"Uncultured bacterium clone TS1_a03d09 16S rib",BLASTN,256,3e-65,256,1,,gb|FJ365083.1|,800,FJ365083,"Uncultured bacterium clone TS1_a02f05 16S rib",BLASTN,256,3e-65,256,1,,gb|FJ365017.1|,1376,FJ365017,"Uncultured bacterium clone TS1_a01h04 16S rib",BLASTN,256,3e-65,256,1,,gb|EU774327.1|,1263,EU774327,"Uncultured bacterium clone CHIMP12_e03 16S ri",BLASTN,256,3e-65,256,1,,gb|EU774253.1|,1258,EU774253,"Uncultured bacterium clone CHIMP12_b06_2 16S ",BLASTN,256,3e-65,256,1,,gb|EF434354.1|,1367,EF434354,"Uncultured Clostridiales bacterium clone C054",BLASTN,256,3e-65,256,1,,dbj|AB270018.1|,1383,AB270018,"Uncultured rumen bacterium gene for 16S rRNA,",BLASTN,256,3e-65,256,1,,gb|DQ456232.1|,1456,DQ456232,"Uncultured bacterium clone CFT29H9 16S riboso",BLASTN,256,3e-65,256,1,,gb|DQ456230.1|,1471,DQ456230,"Uncultured bacterium clone CFT29H7 16S riboso",BLASTN,256,3e-65,256,1,,gb|DQ238617.1|,1532,DQ238617,"Uncultured bacterium clone 11 16S ribosomal R",BLASTN,256,3e-65,256,1,,gb|AY854305.1|,0,AY854305,"Uncultured bacterium clone Thompsons109 16S r",BLASTN,256,3e-65,,0,,gb|GQ898077.1|,0,GQ898077,"Uncultured bacterium clone A4-205 16S ribosom",BLASTN,248,6e-63,,0,,gb|GQ897986.1|,0,GQ897986,"Uncultured bacterium clone A4-87 16S ribosoma",BLASTN,248,6e-63,,0,,gb|GQ897852.1|,0,GQ897852,"Uncultured bacterium clone A3-159 16S ribosom",BLASTN,248,6e-63,,0,,gb|GQ897768.1|,0,GQ897768,"Uncultured bacterium clone A3-52 16S ribosoma",BLASTN,248,6e-63,,0,,gb|GQ896678.1|,0,GQ896678,"Uncultured bacterium clone C1-136 16S ribosom",BLASTN,248,6e-63,,0,
028802_248,028802_248,156,,2147483647,10243453,20,gb|FJ959620.1|,1396,FJ959620,"Uncultured bacterium clone D896_220 16S ribos",BLASTN,293,1e-76,293,1,,gb|FJ959576.1|,1395,FJ959576,"Uncultured bacterium clone D896_169 16S ribos",BLASTN,293,1e-76,293,1,,emb|FP076755.1|,1019,FP076755,"16S rDNA sequence amplified from human fecal ",BLASTN,293,1e-76,293,1,,emb|FP084771.1|,1017,FP084771,"16S rDNA sequence amplified from human fecal ",BLASTN,293,1e-76,293,1,,gb|GQ448978.1|,1270,GQ448978,"Uncultured bacterium clone calf783_2wks_grp3_",BLASTN,293,1e-76,293,1,,gb|GQ448963.1|,1285,GQ448963,"Uncultured bacterium clone calf783_2wks_grp1_",BLASTN,293,1e-76,293,1,,gb|GQ448328.1|,1395,GQ448328,"Uncultured bacterium clone calf783_2wks_grp2_",BLASTN,293,1e-76,293,1,,gb|GQ448319.1|,1394,GQ448319,"Uncultured bacterium clone calf783_2wks_grp2_",BLASTN,293,1e-76,293,1,,gb|GQ448282.1|,918,GQ448282,"Uncultured bacterium clone calf783_2wks_grp2_",BLASTN,293,1e-76,293,1,,gb|GQ448281.1|,1395,GQ448281,"Uncultured bacterium clone calf783_2wks_grp2_",BLASTN,293,1e-76,293,1,,gb|GQ285988.1|,0,GQ285988,"Uncultured bacterium clone OF2A07 16S ribosom",BLASTN,293,1e-76,,0,,gb|FJ596690.1|,0,FJ596690,"Uncultured Bacteroidales bacterium clone LGIL",BLASTN,293,1e-76,,0,,gb|GQ175505.1|,0,GQ175505,"Uncultured bacterium clone cc_233 16S ribosom",BLASTN,293,1e-76,,0,,gb|GQ175394.1|,0,GQ175394,"Uncultured bacterium clone cc_40 16S ribosoma",BLASTN,293,1e-76,,0,,gb|FJ651384.1|,0,FJ651384,"Uncultured Bacteroidetes bacterium clone OB_6",BLASTN,293,1e-76,,0,,gb|FJ651361.1|,0,FJ651361,"Uncultured Bacteroidetes bacterium clone OB_4",BLASTN,293,1e-76,,0,
073346_234,073346_234,135,,2147483647,10243453,20,gb|GQ175428.1|,1457,GQ175428,"Uncultured bacterium clone cc_95 16S ribosoma",BLASTN,268,7e-69,268,1,,gb|AF376420.1|,526,AF376420,"Uncultured bacterium ckncm187-F3M.H12 16S rib",BLASTN,268,7e-69,268,1,,gb|GQ175455.1|,1454,GQ175455,"Uncultured bacterium clone cc_137 16S ribosom",BLASTN,260,2e-66,260,1,,gb|EF445183.1|,1489,EF445183,"Uncultured bacterium clone NED2C12 16S riboso",BLASTN,252,4e-64,252,1,,gb|EU773353.1|,1402,EU773353,"Uncultured bacterium clone BH1_aao25e09 16S r",BLASTN,244,9e-62,244,1,,gb|EU468544.1|,1345,EU468544,"Uncultured bacterium clone OK1_d06_1 16S ribo",BLASTN,244,9e-62,244,1,,gb|EU465555.1|,1370,EU465555,"Uncultured bacterium clone AS1_aao37f03.Conti",BLASTN,244,9e-62,244,1,,gb|DQ793380.1|,1380,DQ793380,"Uncultured bacterium clone RL199_aaj43a04 16S",BLASTN,244,9e-62,244,1,,gb|DQ905456.1|,1472,DQ905456,"Uncultured bacterium clone 013C-H6 16S riboso",BLASTN,244,9e-62,244,1,,gb|DQ815397.1|,1441,DQ815397,"Uncultured bacterium clone aab47e07 16S ribos",BLASTN,244,9e-62,244,1,,gb|DQ014755.1|,0,DQ014755,"Uncultured bacterium clone M1_c11_2 16S ribos",BLASTN,244,9e-62,,0,,dbj|AB191011.1|,0,AB191011,"Uncultured Gram-positive bacterium gene for 1",BLASTN,244,9e-62,,0,,gb|GQ448177.1|,0,GQ448177,"Uncultured bacterium clone calf32_6wks_grp5_C",BLASTN,236,2e-59,,0,,gb|EU766256.1|,0,EU766256,"Uncultured bacterium clone B5_246 16S small s",BLASTN,236,2e-59,,0,,gb|EU777895.1|,0,EU777895,"Uncultured bacterium clone RA_c03_2 16S ribos",BLASTN,236,2e-59,,0,,gb|EU776456.1|,0,EU776456,"Uncultured bacterium clone KO2_aai18g01 16S r",BLASTN,236,2e-59,,0,
078584_218,078584_218,156,,2147483647,10243453,20,gb|GQ898835.1|,1486,GQ898835,"Uncultured bacterium clone S4-192 16S ribosom",BLASTN,293,1e-76,293,1,,gb|GQ898800.1|,1486,GQ898800,"Uncultured bacterium clone S4-156 16S ribosom",BLASTN,293,1e-76,293,1,,gb|GQ898744.1|,1486,GQ898744,"Uncultured bacterium clone S4-78 16S ribosoma",BLASTN,293,1e-76,293,1,,gb|GQ898702.1|,1486,GQ898702,"Uncultured bacterium clone S4-36 16S ribosoma",BLASTN,293,1e-76,293,1,,gb|GQ898394.1|,1486,GQ898394,"Uncultured bacterium clone S2-134 16S ribosom",BLASTN,293,1e-76,293,1,,gb|GQ898353.1|,1459,GQ898353,"Uncultured bacterium clone S2-68 16S ribosoma",BLASTN,293,1e-76,293,1,,gb|GQ897985.1|,1486,GQ897985,"Uncultured bacterium clone A4-86 16S ribosoma",BLASTN,293,1e-76,293,1,,emb|FP083708.1|,1017,FP083708,"16S rDNA sequence amplified from human fecal ",BLASTN,293,1e-76,293,1,,emb|FP078052.1|,1018,FP078052,"16S rDNA sequence amplified from human fecal ",BLASTN,293,1e-76,293,1,,emb|FP077931.1|,1018,FP077931,"16S rDNA sequence amplified from human fecal ",BLASTN,293,1e-76,293,1,,emb|FP077903.1|,0,FP077903,"16S rDNA sequence amplified from human fecal ",BLASTN,293,1e-76,,0,,emb|FP077878.1|,0,FP077878,"16S rDNA sequence amplified from human fecal ",BLASTN,293,1e-76,,0,,emb|FP077873.1|,0,FP077873,"16S rDNA sequence amplified from human fecal ",BLASTN,293,1e-76,,0,,emb|FP077792.1|,0,FP077792,"16S rDNA sequence amplified from human fecal ",BLASTN,293,1e-76,,0,,emb|FP083496.1|,0,FP083496,"16S rDNA sequence amplified from human fecal ",BLASTN,293,1e-76,,0,,emb|FP077547.1|,0,FP077547,"16S rDNA sequence amplified from human fecal ",BLASTN,293,1e-76,,0,
044584_218,044584_218,134,,2147483647,10243453,20,gb|EU469973.1|,812,EU469973,"Uncultured bacterium clone TU1_aaa01c07 16S r",BLASTN,172,3e-40,172,1,,gb|EU777167.1|,1354,EU777167,"Uncultured bacterium clone OK1_g03_2 16S ribo",BLASTN,157,2e-35,157,1,,gb|DQ237941.1|,1519,DQ237941,"Uncultured rumen bacterium clone M4 16S ribos",BLASTN,157,2e-35,157,1,,dbj|AB107520.1|,520,AB107520,"Uncultured bacterium gene for 16S rRNA, parti",BLASTN,157,2e-35,157,1,,gb|GU118213.1|,1451,GU118213,"Uncultured bacterium clone Dstr_N03 16S ribos",BLASTN,147,2e-32,147,1,,dbj|AB513433.1|,1492,AB513433,"Uncultured Acidaminobacter sp. gene for 16S r",BLASTN,147,2e-32,147,1,,dbj|AB513432.1|,1492,AB513432,"Uncultured Acidaminobacter sp. gene for 16S r",BLASTN,147,2e-32,147,1,,dbj|AB513431.1|,1492,AB513431,"Uncultured Acidaminobacter sp. gene for 16S r",BLASTN,147,2e-32,147,1,,dbj|AB429163.1|,137,AB429163,"Uncultured bacterium gene for 16S ribosomal R",BLASTN,147,2e-32,147,1,,dbj|AB362900.1|,1528,AB362900,"Uncultured bacterium gene for 16S rRNA, parti",BLASTN,147,2e-32,147,1,,dbj|AB362899.1|,0,AB362899,"Uncultured bacterium gene for 16S rRNA, parti",BLASTN,147,2e-32,,0,,dbj|AB362898.1|,0,AB362898,"Uncultured bacterium gene for 16S rRNA, parti",BLASTN,147,2e-32,,0,,dbj|AB362896.1|,0,AB362896,"Uncultured bacterium gene for 16S rRNA, parti",BLASTN,147,2e-32,,0,,dbj|AB362893.1|,0,AB362893,"Uncultured bacterium gene for 16S rRNA, parti",BLASTN,147,2e-32,,0,,dbj|AB362892.1|,0,AB362892,"Uncultured bacterium gene for 16S rRNA, parti",BLASTN,147,2e-32,,0,,gb|EU844701.1|,0,EU844701,"Uncultured bacterium clone 1103200949943 16S ",BLASTN,147,2e-32,,0,
